horizon,model,phase_offset,n,mae_skill_zero,brier_skill_frequency,direction_accuracy
45,local,5,1,0.014870285361385294,0.316589296808545,0.0
45,local,9,1,-0.009749725352370868,-0.010821262267825038,1.0
45,local,10,1,0.02889899187582297,0.2453811631528628,1.0
45,local,12,1,0.019947316144023293,0.3760121795998028,0.0
45,local,15,1,-0.03039990444627383,-0.38521095251785364,0.0
45,local,16,2,-0.022390317332049194,-0.2737368132006497,0.5
45,local,22,1,0.006929095907708953,0.0976768176573587,0.0
45,local,23,1,-0.009121352383702153,-0.10916195945632545,1.0
45,local,24,2,0.0005358949879901015,0.0584884510352055,0.5
45,local,25,2,0.0035938712553672397,0.052992902159513244,0.5
45,local,32,4,0.004419652017130141,0.08597998357923803,0.75
45,local,39,3,-0.003578548297215281,-0.0010134752518425882,0.3333333333333333
45,local,40,1,0.021804763267507816,0.182595870877097,1.0
45,local,41,1,-0.04109579801707459,-0.27155221763704585,0.0
45,local,42,1,0.015116967024419656,0.020805760583757132,1.0
45,local,43,2,-0.0016011689232401788,-0.0787950744161342,0.5
45,turkey,1,1,0.01765847600739355,0.1987615320679973,1.0
45,turkey,3,1,-0.03353833585168857,0.21171577741885184,1.0
45,turkey,5,1,-0.011949449297771801,0.34165416387665015,0.0
45,turkey,9,1,0.004148375161801622,0.3575624301854926,1.0
45,turkey,10,1,0.03523303332851248,0.26484791617266573,1.0
45,turkey,12,1,-0.00673020330313117,0.41685427730997215,0.0
45,turkey,15,1,-0.014119844516423258,0.3390223856639589,1.0
45,turkey,16,2,-0.031225752105008178,-0.23083403893721588,0.5
45,turkey,22,1,0.004478280515857809,0.6264329612966748,1.0
45,turkey,23,1,-0.019980067404005403,-0.15846040318413301,0.0
45,turkey,24,2,0.004355803297994204,0.32484019109434675,1.0
45,turkey,25,2,0.00786763876439591,0.27055968114933,1.0
45,turkey,32,4,0.005533656868311448,0.29109734136416004,1.0
45,turkey,39,3,-0.005651423423035658,0.19419838945452045,0.6666666666666666
45,turkey,40,1,0.021856398266418456,0.17577912935945217,1.0
45,turkey,41,1,-0.009812500297100714,0.23690309361058576,1.0
45,turkey,42,1,0.014635712715506302,-0.24251117400327335,1.0
45,turkey,43,2,-0.00904275891065602,-0.09939829143942647,0.0
45,combined,1,1,0.024623014429567283,0.15301485152756217,1.0
45,combined,3,1,-0.04863502125077654,0.12548017680628204,1.0
45,combined,5,1,0.011475263675836962,0.2412284587662007,0.0
45,combined,9,1,-0.00703368738666847,0.24774280720210104,1.0
45,combined,10,1,0.03212463609016995,0.26590959895032196,1.0
45,combined,12,1,0.01656808432881542,0.30751341414059863,0.0
45,combined,15,1,-0.004929701532737599,0.057224463539660264,0.0
45,combined,16,2,-0.013166061597957095,-0.2405039493166965,0.5
45,combined,22,1,0.02392730660390282,0.394426063706954,1.0
45,combined,23,1,-0.001570744592015165,-0.3760649387936936,0.0
45,combined,24,2,-0.00245982749722147,0.23084452947390843,1.0
45,combined,25,2,0.004161033150369878,0.15163159547792876,1.0
45,combined,32,4,0.011234003973286465,0.24495284061696077,1.0
45,combined,39,3,0.002066284985516184,0.10947809212377363,0.6666666666666666
45,combined,40,1,0.0182164260495548,0.16060002671316176,1.0
45,combined,41,1,-0.00017254643304368336,0.1901206175112028,1.0
45,combined,42,1,0.0024164560658560957,-0.17373726683072868,1.0
45,combined,43,2,-0.004404953209214954,-0.10948692312767039,0.5
45,nonlinear,1,1,0.023920309600034814,0.14612351699970655,1.0
45,nonlinear,3,1,-0.023808855149443656,0.08762361682327935,1.0
45,nonlinear,5,1,0.01188372514024398,0.23158720342038608,0.0
45,nonlinear,9,1,-0.009863803415921113,0.20438810098357713,1.0
45,nonlinear,10,1,0.0316336306102042,0.2627000707597165,1.0
45,nonlinear,12,1,0.016617117862755777,0.31105172743732235,0.0
45,nonlinear,15,1,-0.009640917530060036,-0.02237089616625243,0.0
45,nonlinear,16,2,-0.029684795856999756,-0.16631828519077863,0.5
45,nonlinear,22,1,0.023535378636759016,0.3901597067538447,1.0
45,nonlinear,23,1,-0.007110146463144326,-0.018743067785464085,1.0
45,nonlinear,24,2,-0.01613673784757995,-0.013765045005565413,0.5
45,nonlinear,25,2,0.002259460073989722,0.13692967645754994,1.0
45,nonlinear,32,4,0.0011024207606308845,0.10508327622819352,0.75
45,nonlinear,39,3,-0.0011784666164166638,0.07153989589614723,0.3333333333333333
45,nonlinear,40,1,0.01947770407674844,0.16446614579700197,1.0
45,nonlinear,41,1,-0.010983410987020048,0.1742442624950376,1.0
